ID;N° do Pedido;N° do Pedido na Loja Virtual;Data;ID contato;Nome do contato;Cpf/Cnpj;Endereco;Bairro;Município;Cep;Estado;E-mail;Telefone;Desconto pedido;Frete;Observações;Situação;ID produto;Descrição;Quantidade;Valor unitário;Desconto item;Preço de Custo;Preço Total;Código do contato;Código do produto;Frete proporcional;Desconto proporcional;Vendedor;Nº da NFe;Natureza da NFe;Situação da NFe;Última ocorrência;Outras despesas;Outras despesas proporcional;Loja virtual;Custo total;Fornecedor;Margem;"""Lucro""";Modelo;Categoria;Medida;Tecido;Canal;Forma de pagamento;Parcelado?;Parcelado em quantas vezes;Pronto entrega ou encomenda?;;
24880772732;15507;;20/01/2026;17854894024;CLIENTE OCULTO 587;;;Centro;Ipojuca;;PE;;;R$ 0,00;R$ 0,00;;Em aberto;16488076133;FRIGOBAR BR 67L 220V;2;R$ 1.049,00;R$ 0,00;R$ 562,47;R$ 2.349,76;;;R$ 0,00;R$ 0,00;Vendedor oculto 1;;;;;0;0;Loja oculta 1;R$ 1.124,95;Oculto;46%;R$ 973,05;Frigobar 220V;Produto categoria F;;;;Boleto Bancário;Parcelado;Boleto faturado;;;
24880772732;15507;;20/01/2026;17854894024;CLIENTE OCULTO 588;;;Centro;Ipojuca;;PE;;;R$ 0,00;R$ 0,00;;Em aberto;16354879031;"TV LED 65"" 3840X2160P C/CONV DIG PT";2;R$ 2.999,00;R$ 0,00;R$ 1.608,06;R$ 6.717,76;;;R$ 0,00;R$ 0,00;Vendedor oculto 1;;;;;0;0;Loja oculta 1;R$ 3.216,13;Oculto;46%;R$ 2.781,87;Tv Led;Produto categoria F;;;;Boleto Bancário;Parcelado;Boleto faturado;;;
24880772732;15507;;20/01/2026;17854894024;CLIENTE OCULTO 589;;;Centro;Ipojuca;;PE;;;R$ 0,00;R$ 0,00;;Em aberto;16529828645;MESA ESCRITORIO MDF RD 1,2X1,2X0,;2;R$ 495,00;R$ 12,67;R$ 265,42;R$ 1.108,80;;;R$ 0,00;R$ 0,00;Vendedor oculto 1;;;;;0;0;Loja oculta 1;R$ 530,84;Oculto;46%;R$ 459,16;Mesa De Escritório;Produto categoria B;1,20;;;Boleto Bancário;Parcelado;Boleto faturado;;;
24880772732;15507;;20/01/2026;17854894024;CLIENTE OCULTO 590;;;Centro;Ipojuca;;PE;;;R$ 0,00;R$ 0,00;;Em aberto;16481855284;MESA ESC AC CZ RT 1,2X0,7X0,;73;R$ 389,00;R$ 0,00;R$ 208,58;R$ 31.804,64;;;R$ 0,00;R$ 0,00;Vendedor oculto 1;;;;;0;0;Loja oculta 1;R$ 15.226,47;Oculto;46%;R$ 13.170,53;Mesa De Escritório;Produto categoria B;1,20;;;Boleto Bancário;Parcelado;Boleto faturado;;;
24880772732;15507;;20/01/2026;17854894024;CLIENTE OCULTO 591;;;Centro;Ipojuca;;PE;;;R$ 0,00;R$ 0,00;;Em aberto;16569909213;ARMARIO COPA/COZ PS 2,1X1,03X0;1;R$ 680,00;R$ 0,00;R$ 364,62;R$ 761,60;;;R$ 0,00;R$ 0,00;Vendedor oculto 1;;;;;0;0;Loja oculta 1;R$ 364,62;Oculto;46%;R$ 315,38;Armário De Aço;Produto categoria C;;;;Boleto Bancário;Parcelado;Boleto faturado;;;
24880772732;15507;;20/01/2026;17854894024;CLIENTE OCULTO 592;;;Centro;Ipojuca;;PE;;;R$ 0,00;R$ 0,00;;Em aberto;16445824413;ARMARIO BX MDF 74X75X50CM;28;R$ 399,00;R$ 0,00;R$ 213,94;R$ 12.512,64;;;R$ 0,00;R$ 0,00;Vendedor oculto 1;;;;;0;0;Loja oculta 1;R$ 5.990,43;Oculto;46%;R$ 5.181,57;Armário De Aço;Produto categoria C;;;;Boleto Bancário;Parcelado;Boleto faturado;;;
24880772732;15507;;20/01/2026;17854894024;CLIENTE OCULTO 593;;;Centro;Ipojuca;;PE;;;R$ 0,00;R$ 0,00;;Em aberto;16592896402;CADEIRA UNIV TUB 3/4 PT FIXA 1;19;R$ 230,00;R$ 0,00;R$ 123,33;R$ 4.894,40;;;R$ 0,00;R$ 0,00;Vendedor oculto 1;;;;;0;0;Loja oculta 1;R$ 2.343,19;Oculto;46%;R$ 2.026,81;Cadeira Executiva;Produto categoria E;;;;Boleto Bancário;Parcelado;Boleto faturado;;;
24880772732;15507;;20/01/2026;17854894024;CLIENTE OCULTO 594;;;Centro;Ipojuca;;PE;;;R$ 0,00;R$ 0,00;;Em aberto;16486500082;CADEIRA GIRATÓRIA C/ RODAS E APOIO BRAÇ;74;R$ 349,00;R$ 0,00;R$ 187,13;R$ 28.925,12;;;R$ 0,00;R$ 0,00;Vendedor oculto 1;;;;;0;0;Loja oculta 1;R$ 13.847,90;Oculto;46%;R$ 11.978,10;Cadeira Giratória;Produto categoria E;;;;Boleto Bancário;Parcelado;Boleto faturado;;;
24880772732;15507;;20/01/2026;17854894024;CLIENTE OCULTO 595;;;Centro;Ipojuca;;PE;;;R$ 0,00;R$ 0,00;;Em aberto;16592896404;CADEIRA UNIV TUB 3/4 PT FIXA 2;6;R$ 230,00;R$ 0,00;R$ 123,33;R$ 1.545,60;;;R$ 0,00;R$ 0,00;Vendedor oculto 1;;;;;0;0;Loja oculta 1;R$ 739,96;Oculto;46%;R$ 640,04;Cadeira Executiva;Produto categoria E;;;;Boleto Bancário;Parcelado;Boleto faturado;;;
24880772732;15507;;20/01/2026;17854894024;CLIENTE OCULTO 596;;;Centro;Ipojuca;;PE;;;R$ 0,00;R$ 0,00;;Em aberto;16592896406;LONGARINA AUD S/BRAC 4LUG PP;1;R$ 535,00;R$ 0,00;R$ 286,87;R$ 599,20;;;R$ 0,00;R$ 0,00;Vendedor oculto 1;;;;;0;0;Loja oculta 1;R$ 286,87;Oculto;46%;R$ 248,13;Longarina ;Produto categoria C;;;;Boleto Bancário;Parcelado;Boleto faturado;;;
24880810583;15508;;20/01/2026;17193862569;CLIENTE OCULTO 597;;;Centro (Itambi);Itaboraí;;RJ;;;R$ 0,00;R$ 0,00;;Em aberto;16438450291;BEBEDOURO INDUSTRIAL 220V 200L/H;1;R$ 3.695,00;R$ 14,05;R$ 1.981,26;R$ 4.138,40;;;R$ 0,00;R$ 0,00;Vendedor oculto 1;;;;;0;0;Loja oculta 1;R$ 1.981,26;Oculto;46%;R$ 1.713,74;Bebedouro Industrial;Produto categoria F;;;;Boleto Bancário;Parcelado;Boleto faturado;;;
24880871858;15509;;20/01/2026;17909984249;CLIENTE OCULTO 598;;;Parada Inglesa;São Paulo;;SP;;;R$ 0,00;R$ 0,00;;Em aberto;16407585719;Armário Roupeiro De Aço 8 Portas Para Vestiário Seminovo;2;R$ 830,00;R$ 2,35;R$ 445,05;R$ 1.859,20;;;R$ 0,00;R$ 0,00;Vendedor oculto 1;;;;;0;0;Loja oculta 1;R$ 890,09;Oculto;46%;R$ 769,91;Roupeiro De Aço;Produto categoria C;;;;Boleto Bancário;Parcelado;Boleto faturado;;;
24881311651;15510;;20/01/2026;17910150957;CLIENTE OCULTO 599;;;Florestal;Lajeado;;RS;;;R$ 0,00;R$ 617,58;;Em aberto;16247955623;ROUPEIRO 8 PORTAS GRANDES CINZA COM PITÃO PARA CADEADO;2;R$ 1.088,13;R$ 1,97;R$ 583,46;R$ 2.437,41;;;R$ 617,58;R$ 0,00;Vendedor oculto 6;;;;;0;0;Loja oculta 1;R$ 1.166,91;Oculto;46%;R$ 1.009,35;Roupeiro De Aço;Produto categoria C;;;;Cartão de Crédito 4x;Parcelado;4x;;;
24881517655;15511;;20/01/2026;17910197494;CLIENTE OCULTO 600;;;TESTO CENTRAL;Pomerode;;SC;;;R$ 0,00;R$ 235,24;;Em aberto;16123051660;Armário Roupeiro De Aço Vestiário Academia 6 Portas Com Pitão Para Cadeado - Cinza;1;R$ 876,00;R$ 1,02;R$ 469,71;R$ 981,12;;;R$ 235,24;R$ 0,00;Vendedor oculto 6;;;;;0;0;Loja oculta 1;R$ 469,71;Oculto;46%;R$ 406,29;Roupeiro De Aço;Produto categoria C;;;;Cartão de Crédito 4x;Parcelado;4x;;;
24882149174;15512;;20/01/2026;17910321908;CLIENTE OCULTO 601;;;Vila Nova Jundiainópolis;Jundiaí;;SP;;;R$ 0,00;R$ 0,00;;Em aberto;15962253393;Armário Roupeiro De Aço Vestiário Academia 08 Portas Pequenas - Cinza;1;R$ 621,40;R$ 9,55;R$ 333,19;R$ 695,97;;;R$ 0,00;R$ 0,00;Vendedor oculto 6;;;;;0;0;Loja oculta 1;R$ 333,19;Oculto;46%;R$ 288,21;Roupeiro De Aço;Produto categoria C;;;;Pix;À vista;À vista;;;
24882149174;15512;;20/01/2026;17910321908;CLIENTE OCULTO 602;;;Vila Nova Jundiainópolis;Jundiaí;;SP;;;R$ 0,00;R$ 0,00;;Em aberto;16312590101;Armário Roupeiro De Aço Vestiário Academia 4 Portas Grandes - Cinza;2;R$ 638,00;R$ 0,00;R$ 342,10;R$ 1.429,12;;;R$ 0,00;R$ 0,00;Vendedor oculto 6;;;;;0;0;Loja oculta 1;R$ 684,19;Oculto;46%;R$ 591,81;Roupeiro De Aço;Produto categoria C;;;;Pix;À vista;À vista;;;
24882707205;13733;;20/01/2026;15835989965;CLIENTE OCULTO 603;;;República;São Paulo;;SP;;;R$ 0,00;R$ 100,00;;Logística;15519509903;Sofá Chesterfield 2 Lugares Preto 1.55x0.70x0.82;1;R$ 2.944,00;R$ 5,00;R$ 1.257,00;R$ 3.297,28;;;R$ 100,00;R$ 0,00;Vendedor oculto 8;;;;23/01/2026;0;0;Loja oculta 3;R$ 1.257,00;Oculto;57%;R$ 1.687,00;Sofa Chesterfield;Produto categoria A;1,60;;;Pix ;À vista;À vista;;;
24882867599;13734;;20/01/2026;15835989965;CLIENTE OCULTO 604;;;República;São Paulo;;SP;;;R$ 0,00;R$ 0,00;;Decoração;15815780661;Porta Retrato Verde em Veludo 17x22;1;R$ 30,00;R$ 50,00;R$ 15,00;R$ 33,60;;;R$ 0,00;R$ 0,00;Vendedor oculto 4;;;;23/01/2026;0;0;Loja oculta 3;R$ 15,00;Oculto;50%;R$ 15,00;Decoração Geral;Produto categoria F;;;;Cartão de Débito Mastercard - Safrapay;À vista;À vista;;;
24882867599;13734;;20/01/2026;15835989965;CLIENTE OCULTO 605;;;República;São Paulo;;SP;;;R$ 0,00;R$ 0,00;;Decoração;16024422365;Escultura Decorativa Rinoceronte Em Metal Dourado 14cm;1;R$ 35,00;R$ 50,00;R$ 17,50;R$ 39,20;;;R$ 0,00;R$ 0,00;Vendedor oculto 4;;;;23/01/2026;0;0;Loja oculta 3;R$ 17,50;Oculto;50%;R$ 17,50;Decoração Geral;Produto categoria F;;;;Cartão de Débito Mastercard - Safrapay;À vista;À vista;;;
24882867599;13734;;20/01/2026;15835989965;CLIENTE OCULTO 606;;;República;São Paulo;;SP;;;R$ 0,00;R$ 0,00;;Decoração;13325209384;Cumbuca de Madeira;1;R$ 65,00;R$ 50,00;R$ 32,50;R$ 72,80;;;R$ 0,00;R$ 0,00;Vendedor oculto 4;;;;23/01/2026;0;0;Loja oculta 3;R$ 32,50;Oculto;50%;R$ 32,50;Decoração Geral;Produto categoria F;;;;Cartão de Débito Mastercard - Safrapay;À vista;À vista;;;
24882867599;13734;;20/01/2026;15835989965;CLIENTE OCULTO 607;;;República;São Paulo;;SP;;;R$ 0,00;R$ 0,00;;Decoração;15886381966;Cachepot em Cimento Cinza G;1;R$ 55,00;R$ 50,00;R$ 27,50;R$ 61,60;;;R$ 0,00;R$ 0,00;Vendedor oculto 4;;;;23/01/2026;0;0;Loja oculta 3;R$ 27,50;Oculto;50%;R$ 27,50;Decoração Geral;Produto categoria F;;;;Cartão de Débito Mastercard - Safrapay;À vista;À vista;;;
24882992962;13735;;20/01/2026;17869094454;CLIENTE OCULTO 608;;;;;;;;;R$ 0,00;R$ 0,00;;Decoração;13325885037;Porta-Velas Rosa Em Vidro 12298;2;R$ 15,39;R$ 30,00;R$ 7,70;R$ 34,47;;;R$ 0,00;R$ 0,00;Vendedor oculto 4;;;;23/01/2026;0;0;Loja oculta 3;R$ 15,39;Oculto;50%;R$ 15,39;Decoração Geral;Produto categoria F;;;;SAFRAPAY Credito VISA 2x;Parcelado;2x;;;
24882992962;13735;;20/01/2026;17869094454;CLIENTE OCULTO 609;;;;;;;;;R$ 0,00;R$ 0,00;;Decoração;15880499927;Kit Culinário 3 Peças Verde;1;R$ 12,49;R$ 50,02;R$ 6,25;R$ 13,99;;;R$ 0,00;R$ 0,00;Vendedor oculto 4;;;;23/01/2026;0;0;Loja oculta 3;R$ 6,25;Oculto;50%;R$ 6,25;Decoração Geral;Produto categoria F;;;;SAFRAPAY Credito VISA 2x;Parcelado;2x;;;
24882992962;13735;;20/01/2026;17869094454;CLIENTE OCULTO 610;;;;;;;;;R$ 0,00;R$ 0,00;;Decoração;15870923030;Kit 3 Espátulas Confeiteiro Decorar Bolos em Aço Inox Western KC-115;1;R$ 12,50;R$ 50,00;R$ 6,25;R$ 14,00;;;R$ 0,00;R$ 0,00;Vendedor oculto 4;;;;23/01/2026;0;0;Loja oculta 3;R$ 6,25;Oculto;50%;R$ 6,25;Decoração Geral;Produto categoria F;;;;SAFRAPAY Credito VISA 2x;Parcelado;2x;;;
24882992962;13735;;20/01/2026;17869094454;CLIENTE OCULTO 611;;;;;;;;;R$ 0,00;R$ 0,00;;Decoração;16237809617;Faca de Cozinha Peixeira 6;1;R$ 5,00;R$ 50,00;R$ 2,50;R$ 5,60;;;R$ 0,00;R$ 0,00;Vendedor oculto 4;;;;23/01/2026;0;0;Loja oculta 3;R$ 2,50;Oculto;50%;R$ 2,50;Decoração Geral;Produto categoria F;;;;SAFRAPAY Credito VISA 2x;Parcelado;2x;;;
24882992962;13735;;20/01/2026;17869094454;CLIENTE OCULTO 612;;;;;;;;;R$ 0,00;R$ 0,00;;Decoração;16122354468;Conjunto Para Churrasco Couper 2PC;1;R$ 20,00;R$ 50,00;R$ 10,00;R$ 22,40;;;R$ 0,00;R$ 0,00;Vendedor oculto 4;;;;23/01/2026;0;0;Loja oculta 3;R$ 10,00;Oculto;50%;R$ 10,00;Decoração Geral;Produto categoria F;;;;SAFRAPAY Credito VISA 2x;Parcelado;2x;;;
24882992962;13735;;20/01/2026;17869094454;CLIENTE OCULTO 613;;;;;;;;;R$ 0,00;R$ 0,00;;Decoração;16009262641;Saladeira Melamina Aqua Vermelho 24x12cm;2;R$ 20,00;R$ 50,00;R$ 10,00;R$ 44,80;;;R$ 0,00;R$ 0,00;Vendedor oculto 4;;;;23/01/2026;0;0;Loja oculta 3;R$ 20,00;Oculto;50%;R$ 20,00;Decoração Geral;Produto categoria F;;;;SAFRAPAY Credito VISA 2x;Parcelado;2x;;;
24883482005;90060729;8085;20/01/2026;17910600866;CLIENTE OCULTO 614;;;Jardim Europa;São Paulo;;SP;;;R$ 12,60;R$ 0,00;;Concluído;16476156106;Conjunto 4 Prato Fundo Porcelana Raizes 22,5cm;1;R$ 131,96;R$ 0,00;R$ 65,98;R$ 147,80;;;R$ 0,00;R$ 9,24;Vendedor oculto 5;;;;22/01/2026;0;0;Loja oculta 4;R$ 65,98;Oculto;50%;R$ 65,98;Decoração Geral;Produto categoria F;;;;Boleto - Mercado Pago ;Parcelado;Boleto faturado;Pronta-Entrega;;
24883482005;90060729;8085;20/01/2026;17910600866;CLIENTE OCULTO 615;;;Jardim Europa;São Paulo;;SP;;;R$ 12,60;R$ 0,00;;Concluído;16078093674;Jogo 6 Copos Alta Vidro Sodo-Cálcico Renaissance 475ml;1;R$ 47,99;R$ 0,00;R$ 24,00;R$ 53,75;;;R$ 0,00;R$ 3,36;Vendedor oculto 5;;;;22/01/2026;0;0;Loja oculta 4;R$ 24,00;Oculto;50%;R$ 24,00;Decoração Geral;Produto categoria F;;;;Boleto - Mercado Pago ;Parcelado;Boleto faturado;Pronta-Entrega;;
24883981823;38628203;8086;20/01/2026;17910737044;CLIENTE OCULTO 616;;;Centro;Itapema;;SC;;;R$ 0,00;R$ 22,05;;Concluído;16563395544;Ampulheta Decorativa Vidro 15 Minutos Prata Branco 20X8X8Cm;1;R$ 139,99;R$ 0,00;R$ 70,00;R$ 156,79;;;R$ 22,05;R$ 0,00;Vendedor oculto 5;;;;22/01/2026;0;0;Loja oculta 4;R$ 70,00;Oculto;50%;R$ 70,00;Decoração Geral;Produto categoria F;;;;Cartão de Crédito 10x - Mercado Pago;Parcelado;10x;Pronta-Entrega;;
24877275469;9563;2,00001E+15;20/01/2026;17909406018;CLIENTE OCULTO 617;;;Cidade Nova;Pindamonhangaba;;SP;;;R$ 0,00;R$ 280,00;;Atendido;16059821677;Armário De Aço 2 Portas Com Prateleira 1,50 C/ Chaves Cinza;1;R$ 598,00;R$ 0,00;R$ 0,00;R$ 669,76;;;R$ 280,00;R$ 0,00;Vendedor oculto 5;3254;Venda de Mercadoria Adquirida ou ou recebida de terceiros;Emitida;30/01/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 598,00;Armário De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
24877453784;9564;f8d70d87-635d-48d0-a5d7-5518014d2b9c;20/01/2026;17909428991;CLIENTE OCULTO 618;;;SAO JORGE;Novo Hamburgo;;RS;;;R$ 0,00;R$ 69,90;;Atendido;16059820021;Armário Roupeiro De Aço Vestiário Academia 8 Portas Locker Cinza;1;R$ 999,00;R$ 0,00;R$ 0,00;R$ 1.118,88;;;R$ 69,90;R$ 0,00;Vendedor oculto 5;;;;;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 999,00;Roupeiro De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
24878046461;9565;49952312601;20/01/2026;17909509901;CLIENTE OCULTO 619;;;Jardim do Lago;Uberaba;;MG;;;R$ 0,00;R$ 263,86;;Atendido;16059820227;Armário De Aço 2 Portas Com Prateleira 1,70 C/ Chaves Cinza;1;R$ 725,00;R$ 0,00;R$ 0,00;R$ 812,00;;;R$ 131,93;R$ 0,00;Vendedor oculto 5;3201;Venda de Mercadoria Adquirida ou ou recebida de terceiros;Emitida;20/01/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 725,00;Armário De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
24878046461;9565;49952312601;20/01/2026;17909509901;CLIENTE OCULTO 620;;;Jardim do Lago;Uberaba;;MG;;;R$ 0,00;R$ 263,86;;Atendido;16059820227;Armário De Aço 2 Portas Com Prateleira 1,70 C/ Chaves Cinza;1;R$ 725,00;R$ 0,00;R$ 0,00;R$ 812,00;;;R$ 131,93;R$ 0,00;Vendedor oculto 5;3201;Venda de Mercadoria Adquirida ou ou recebida de terceiros;Emitida;20/01/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 725,00;Armário De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
24878781799;9566;2,00001E+15;20/01/2026;17909628972;CLIENTE OCULTO 621;;;SERTÃO DO MARUIM;São José;;SC;;;R$ 0,00;R$ 160,00;;Atendido;16202847081;Armário Roupeiro De Aço Vestiário Academia 4 Portas Locker Cinza;1;R$ 434,50;R$ 0,00;R$ 0,00;R$ 486,64;;;R$ 160,00;R$ 0,00;Vendedor oculto 5;3202;Venda de Mercadoria Adquirida ou ou recebida de terceiros;Emitida;20/01/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 434,50;Roupeiro De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
24878916808;83969415;4376;20/01/2026;17909651124;CLIENTE OCULTO 622;;;Federação;Salvador;;BA;;;R$ 0,00;R$ 597,81;;Atendido;0;Armário De Aço Multi-Uso 1 Porta - Branco;1;R$ 739,00;R$ 0,00;R$ 0,00;R$ 827,68;;;R$ 597,81;R$ 0,00;Vendedor oculto 5;;;;21/01/2026;0;0;Loja oculta 1;R$ 0,00;Oculto;100%;R$ 739,00;Armário De Aço;Produto categoria C;;;;Cartão de Crédito 10x - Mercado Pago;Parcelado;10x;;;
24878927771;9567;0d2b6869-14bc-4faa-a84d-e36f4fad9dc8;20/01/2026;17909653149;CLIENTE OCULTO 623;;;JARDIM DO LAGO;Limeira;;SP;;;R$ 97,40;R$ 22,90;;Atendido;16059820021;Armário Roupeiro De Aço Vestiário Academia 8 Portas Locker Cinza;1;R$ 999,00;R$ 0,00;R$ 0,00;R$ 1.118,88;;;R$ 22,90;R$ 97,40;Vendedor oculto 5;;;;;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 999,00;Roupeiro De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
24879929169;9569;2,00001E+15;20/01/2026;17909836650;CLIENTE OCULTO 624;;;Vila Marari;São Paulo;;SP;;;R$ 0,00;R$ 95,00;;Atendido;16332982594;Roupeiro De Aço Insalubre 4 Portas Vestiário Nr 18/24 Locker;1;R$ 1.208,90;R$ 0,00;R$ 0,00;R$ 1.353,97;;;R$ 95,00;R$ 0,00;Vendedor oculto 5;;;;21/01/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 1.208,90;Roupeiro De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
24879971948;9570;2,00001E+15;20/01/2026;17909844854;CLIENTE OCULTO 625;;;VILA PEREIRA BARRETO;SAO PAULO;;SP;;;R$ 0,00;R$ 95,00;;Atendido;16202854890;Armário Roupeiro De Aço Vestiário Academia 8 Portas Locker Cinza;2;R$ 817,30;R$ 0,00;R$ 0,00;R$ 1.830,75;;;R$ 95,00;R$ 0,00;Vendedor oculto 5;;;;20/01/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 1.634,60;Roupeiro De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
24880333727;9571;2,00001E+15;20/01/2026;17909923423;CLIENTE OCULTO 626;;;BELA VISTA;Caxias do Sul;;RS;;;R$ 0,00;R$ 320,00;;Atendido;16202823647;Armário Roupeiro De Aço Vestiário Academia 6 Portas Locker Cinza;1;R$ 763,40;R$ 0,00;R$ 0,00;R$ 855,01;;;R$ 320,00;R$ 0,00;Vendedor oculto 5;3206;Venda de Mercadoria Adquirida ou ou recebida de terceiros;Emitida;21/01/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 763,40;Roupeiro De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
24881047233;9572;0f5302eb-e2f5-46a2-9a51-16c1735148eb;20/01/2026;17910098217;CLIENTE OCULTO 627;;;Esplanada;João Pinheiro;;MG;;;R$ 469,50;R$ 0,00;;Atendido;16059820024;Armário Roupeiro De Aço Vestiário Academia 20 Portas Locker Cinza;2;R$ 1.619,00;R$ 0,00;R$ 0,00;R$ 3.626,56;;;R$ 0,00;R$ 469,50;Vendedor oculto 5;;;;;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 3.238,00;Roupeiro De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
24881051244;9573;2,00001E+15;20/01/2026;17910099069;CLIENTE OCULTO 628;;;centro;Miracatu;;SP;;;R$ 0,00;R$ 240,00;;Atendido;16202858595;Armário Roupeiro De Aço 10 Portas Para Vestiário Cinza;1;R$ 916,30;R$ 0,00;R$ 0,00;R$ 1.026,26;;;R$ 240,00;R$ 0,00;Vendedor oculto 5;3245;Venda de Mercadoria Adquirida ou ou recebida de terceiros;Emitida;28/01/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 916,30;Roupeiro De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
24881258107;9574;320c4290-c95e-4082-880f-d00f5705fe64;20/01/2026;17910147164;CLIENTE OCULTO 629;;;JARDIM DAS LARANJEIRAS;Limeira;;SP;;;R$ 99,90;R$ 0,00;;Atendido;16059820018;Armário Roupeiro De Aço Vestiário Academia 6 Portas Locker Cinza;2;R$ 999,00;R$ 0,00;R$ 0,00;R$ 2.237,76;;;R$ 0,00;R$ 99,90;Vendedor oculto 5;;;;;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 1.998,00;Roupeiro De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
24881859943;9575;2,00001E+15;20/01/2026;17910273720;CLIENTE OCULTO 630;;;Perdizes;São Paulo;;SP;;;R$ 0,00;R$ 95,00;;Atendido;16059821671;Armário De Aço 2 Portas Com Prateleira 1,50 C/ Chaves Verde;1;R$ 979,00;R$ 0,00;R$ 0,00;R$ 1.096,48;;;R$ 95,00;R$ 0,00;Vendedor oculto 5;;;;21/01/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 979,00;Armário De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
24881934766;9576;2,00001E+15;20/01/2026;17910287925;CLIENTE OCULTO 631;;;VL COURHASA;Imbé;;RS;;;R$ 0,00;R$ 745,00;;Atendido;16059820877;Armário Roupeiro De Aço Vestiário Academia 8 Portas C/ Prateleira Locker Cinza;2;R$ 1.846,90;R$ 0,00;R$ 0,00;R$ 4.137,06;;;R$ 745,00;R$ 0,00;Vendedor oculto 5;3204;Venda de Mercadoria Adquirida ou ou recebida de terceiros;Emitida;21/01/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 3.693,80;Roupeiro De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
24882596125;9578;2,00001E+15;20/01/2026;17910422433;CLIENTE OCULTO 632;;;Vila Madalena;São Paulo;;SP;;;R$ 0,00;R$ 95,00;;Atendido;16059821659;Armário De Aço 2 Portas Com Prateleira 1,20 C/ Chaves Cinza;1;R$ 1.103,86;R$ 0,00;R$ 0,00;R$ 1.236,32;;;R$ 95,00;R$ 0,00;Vendedor oculto 5;;;;20/01/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 1.103,86;Armário De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
24883350902;9580;2,00001E+15;20/01/2026;17910572511;CLIENTE OCULTO 633;;;Coophamil;Cuiabá;;MT;;;R$ 0,00;R$ 260,00;;Atendido;16515556218;Mesa L Estação Escritório 150x150 Com Gavetas e Chave Cinza;3;R$ 983,18;R$ 0,00;R$ 0,00;R$ 3.303,48;;;R$ 260,00;R$ 0,00;Vendedor oculto 5;3207;Venda de Mercadoria Adquirida ou ou recebida de terceiros;Emitida;21/01/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 2.949,54;Mesa Em L;Produto categoria B;1,50;;;Dinheiro;À vista;À vista;;;
24885363915;9581;38ff74f3-cc62-4154-bac1-01720504313f;20/01/2026;17911256518;CLIENTE OCULTO 634;;;ZABUMBA;Ilhabela;;SP;;;R$ 39,95;R$ 0,00;;Atendido;16059820021;Armário Roupeiro De Aço Vestiário Academia 8 Portas Locker Cinza;1;R$ 799,00;R$ 0,00;R$ 0,00;R$ 894,88;;;R$ 0,00;R$ 39,95;Vendedor oculto 5;;;;;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 799,00;Roupeiro De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
24885388510;9582;2,00001E+15;20/01/2026;17911266779;CLIENTE OCULTO 635;;;VILA SANTO STEFANO;SAO PAULO;;SP;;;R$ 0,00;R$ 95,00;;Atendido;16202847081;Armário Roupeiro De Aço Vestiário Academia 4 Portas Locker Cinza;1;R$ 434,50;R$ 0,00;R$ 0,00;R$ 486,64;;;R$ 95,00;R$ 0,00;Vendedor oculto 5;;;;21/01/2026;0;0;Loja oculta 4;R$ 0,00;Oculto;100%;R$ 434,50;Roupeiro De Aço;Produto categoria C;;;;Dinheiro;À vista;À vista;;;
